PROVIDER_ID,Hospital_Name,Address,State,ZIP Code,report_indicator,Patient_Experience_cnt,Outcomes_Readmission_cnt,Outcomes_Mortality_cnt,Outcomes_Safety_cnt,Process_cnt,Total_measure_group_cnt,MortSafe_Group_cnt,cnt_grp,summary_score,star,Std_Outcomes_Mortality_score,Std_Outcomes_Readmission_score,Std_Outcomes_Safety_score,Std_PatientExp_score,Std_Process_score
010059,LAWRENCE MEDICAL CENTER,202 HOSPITAL STREET,AL,35650.0,0,0,2,1,0,5,1,0,,0.5874331421652035,,0.3929910099268265,0.6884446420813904,,,0.7587226347558857
010061,HIGHLANDS MEDICAL CENTER,380 WOODS COVE ROAD,AL,35768.0,1,8,6,3,3,9,5,2,3) # of groups=5,-0.5691391356797249,2.0,-0.4732172991143754,-0.1642540078529955,-1.8266054607962907,0.2549240642402242,-0.6927128408714056
010062,WIREGRASS MEDICAL CENTER,1200 W MAPLE AVENUE,AL,36340.0,0,0,3,1,2,6,2,0,,-0.289823064550044,,-0.5555425712565485,-0.1148981938235625,0.8333166122868401,,-2.182455639454289
010065,RUSSELL MEDICAL CENTER,3316 HIGHWAY 280,AL,35010.0,1,8,8,3,3,10,5,2,3) # of groups=5,0.0810640846759345,4.0,-0.4300934805435571,0.6278250492317845,-0.4992767884559017,0.6144659739117628,0.1018459897019586
010069,MEDICAL CENTER BARBOUR,820 W WASHINGTON ST,AL,36027.0,0,8,4,2,2,7,3,0,1) # of groups=3,0.0474643431719956,,-0.5676196383530883,0.8596429644636137,0.8333166122868401,0.2591694025116691,-2.142730931899933
010073,CLAY COUNTY HOSPITAL,83825 HIGHWAY 9    P O BOX 1270,AL,36251.0,0,0,3,1,2,7,2,0,,0.1029021020556359,,-1.8946488035154232,1.0730871118437266,0.7972560759772496,,0.7134239588014529
010078,NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,400 EAST 10TH STREET,AL,36207.0,1,8,10,6,7,11,5,2,3) # of groups=5,-0.293641476100468,2.0,0.0816498846186472,0.0306999800777189,-0.4740777147885339,-0.5283733653364128,-0.8151600725515029
010079,ATHENS LIMESTONE HOSPITAL,700 WEST MARKET STREET,AL,35611.0,1,8,7,4,6,10,5,2,3) # of groups=5,-0.2791058710612047,2.0,-0.9388313130482384,-0.9665582766847328,0.3964105312058894,0.708053813479582,-0.8575193095896232
010083,SOUTH BALDWIN REGIONAL MEDICAL CENTER,1613 NORTH MCKENZIE STREET,AL,36535.0,1,8,8,6,6,11,5,2,3) # of groups=5,0.4982594738966424,5.0,0.0934603674132172,0.7672896812129166,0.2742385876314857,0.9130378334593277,0.3974470879909498
010085,DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,1201 7TH STREET SE,AL,35601.0,1,8,7,6,7,11,5,2,3) # of groups=5,-0.2517219076119018,3.0,-0.1331719737621083,-0.2680358924217761,-0.267562669239321,-0.2091034469664671,-0.4882469290514488
010086,NORTHWEST MEDICAL CENTER,1530 U S HIGHWAY 43,AL,35594.0,1,8,5,3,1,8,4,1,2) # of groups=4,-0.0269906155333872,3.0,-1.3693291765672535,0.9478051656819756,0.399863434129883,0.4870911061876874,-1.0782111000707637
010087,USA HEALTH UNIVERSITY HOSPITAL,2451 FILLINGIM STREET,AL,36617.0,1,8,7,4,6,7,5,2,3) # of groups=5,-0.1862658893261824,3.0,0.2277299793382018,-0.3261124744134953,0.0056589623501161,-0.6727019082973306,-0.1489357691769226
010089,WALKER BAPTIST MEDICAL CENTER,3400 HIGHWAY 78 EAST,AL,35502.0,1,8,6,4,5,9,5,2,3) # of groups=5,-0.3122524789605553,2.0,-0.0173102237161617,-0.7066757037811983,0.4695996616556365,-0.7270042997620156,-0.8028879543977722
010090,"USA HEALTH HCA PROVIDENCE HOSPITAL, LLC",6801 AIRPORT BOULEVARD,AL,36608.0,1,8,9,7,8,8,5,2,3) # of groups=5,-0.2087997746472779,3.0,-1.2705908249813462,0.4231687613477686,0.153502753700779,-0.1046187330430868,-0.2760117099381925
010091,GROVE HILL MEMORIAL HOSPITAL,295 JACKSON HWY S,AL,36451.0,0,0,2,0,0,7,1,0,,-0.200850630138581,,,-0.0494554135293157,,,-0.4784085272555675
010092,DCH REGIONAL MEDICAL CENTER,809 UNIVERSITY BOULEVARD EAST,AL,35401.0,1,8,11,7,8,11,5,2,3) # of groups=5,-0.690714632109299,1.0,-0.840097488008007,-0.0004568902273402,0.0182091158042211,-1.3212096324779912,-1.826104626910776
010095,HALE COUNTY HOSPITAL,508 GREEN STREET,AL,36744.0,0,0,1,0,0,4,1,0,,0.5183264415862774,,,0.7618825107845283,,,0.0718069813894841
010097,ELMORE COMMUNITY HOSPITAL,500 HOSPITAL DRIVE,AL,36092.0,0,8,2,0,1,7,2,0,,-0.3131608651627457,,,0.2119806155232995,0.1113791436531595,0.2477657378815148,-3.0826090348308
010099,D W MCMILLAN MEMORIAL HOSPITAL,1301 BELLEVILLE AVENUE,AL,36426.0,0,8,6,2,2,8,3,0,1) # of groups=3,-0.3228988325613326,,-0.9268042427185552,-0.3091433535160877,-0.7486065322085479,0.7708282123793662,-0.4656594252274268
010100,THOMAS HOSPITAL,750 MORPHY AVENUE,AL,36532.0,1,8,9,7,7,9,5,2,3) # of groups=5,0.0313676518772829,3.0,-0.53712467761767,0.4811075402144352,0.3066427421147872,-0.1560007716929511,0.0879182384432554
010101,CITIZENS BAPTIST MEDICAL CENTER,604 STONE AVENUE,AL,35161.0,0,8,4,2,2,6,3,0,1) # of groups=3,-0.9881840913087804,,-0.1857654012496665,-1.7663892434433175,-2.95822117282418,0.041270350864384,0.6918259279569272
010102,J PAUL JONES HOSPITAL,317 MCWILLIAMS AVENUE,AL,36726.0,0,0,0,0,0,4,1,0,,-0.3499990931291806,,,,,,-0.3499990931291806
010103,PRINCETON BAPTIST MEDICAL CENTER,701 PRINCETON AVENUE SOUTHWEST,AL,35211.0,1,8,9,7,7,9,5,2,3) # of groups=5,-0.2092535619777647,3.0,-0.4028272848692871,-0.3690920374366216,-0.0922917722550919,-0.0859739175138368,-0.001773827677504
010104,GRANDVIEW MEDICAL CENTER,3690 GRANDVIEW PARKWAY,AL,35243.0,1,8,11,7,8,11,5,2,3) # of groups=5,-0.5736657347715561,2.0,-1.1561899236627775,-0.7251625122047269,0.0944431626968172,-0.2320985569112364,-1.0790334346127746
010108,PRATTVILLE BAPTIST HOSPITAL,124 S MEMORIAL DR,AL,36067.0,1,8,5,4,3,8,5,2,3) # of groups=5,0.2491266255214196,4.0,0.2980138467487368,-0.2677268687920125,0.8750777481294194,0.6395957525863495,-0.7563723315544079
010110,BULLOCK COUNTY HOSPITAL,102 WEST CONECUH AVENUE,AL,36089.0,0,0,0,0,0,4,1,0,,-0.4483975831953288,,,,,,-0.4483975831953288
010112,WHITFIELD REGIONAL HOSPITAL,105 HIGHWAY 80 EAST,AL,36732.0,0,8,5,2,2,8,3,0,1) # of groups=3,-0.782519242417957,,-0.6112117082135043,-0.265257673900764,-0.0428079870633653,-0.2710093372408615,-4.338801391715735
010113,MOBILE INFIRMARY MEDICAL CENTER,5 MOBILE INFIRMARY CIRCLE,AL,36607.0,1,8,11,7,8,9,5,2,3) # of groups=5,-0.2674312291446091,2.0,-1.0371720447215609,0.3252645911744768,-0.215707605582426,-0.2301214089743929,-0.1060767180145875
010114,"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",995 9TH AVENUE SOUTHWEST,AL,35021.0,1,8,6,3,6,11,5,2,3) # of groups=5,-0.3047380727284389,2.0,0.4520701054943465,0.0562136757291789,-0.8222308795615777,-1.1690166369255452,0.1792829085796042
010118,VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,1015 MEDICAL CENTER PARKWAY,AL,36701.0,1,8,5,4,3,8,5,2,3) # of groups=5,-0.2691251941618261,2.0,-0.3402028189552646,-0.2375278698862274,0.3207070360828553,-1.2422754947656964,0.5060051524460596
010120,MONROE COUNTY HOSPITAL,2016 SOUTH ALABAMA AVENUE,AL,36460.0,0,8,3,1,1,8,3,0,1) # of groups=3,-0.7961943347103086,,-3.568531593839031,-1.1784725181290114,0.1835002162723403,1.514977019420977,-1.0459868494155762
010125,LAKELAND COMMUNITY HOSPITAL,42024 HIGHWAY 195 E,AL,35565.0,1,8,4,3,0,5,4,1,2) # of groups=4,0.9675637408852072,5.0,0.8546681088588506,0.8923156707849141,,1.429427319217491,0.4657439678415443
010126,TROY REGIONAL MEDICAL CENTER,1330 HIGHWAY 231 SOUTH,AL,36081.0,0,8,4,2,2,7,3,0,1) # of groups=3,-0.0208700143805994,,-1.554516875629442,0.7005089277259561,0.5448323218101165,-0.0466943049993891,0.4785114204983954
010128,JACKSON MEDICAL CENTER,220 HOSPITAL DRIVE,AL,36545.0,0,0,3,2,0,4,2,0,,-0.952453659367572,,-0.564134029174797,-1.0887357439191585,,,-1.4145224930430849
010129,NORTH BALDWIN INFIRMARY,1815 HAND AVENUE,AL,36507.0,0,8,6,2,2,8,3,0,1) # of groups=3,0.0488040535246131,,-1.3958426195428095,-0.4569818474207063,0.9054376849060208,1.011656695383595,0.28887227160726
010130,ST VINCENT'S ST CLAIR,7063 VETERANS PARKWAY,AL,35125.0,1,8,5,4,2,7,4,1,2) # of groups=4,-0.3089403309319829,2.0,-1.0130400733080729,-0.9775712099543892,-0.2611065462143401,1.3547385197766415,-0.9300406899828964
010131,CRESTWOOD MEDICAL CENTER,ONE HOSPITAL DR SE,AL,35801.0,1,8,8,6,7,8,5,2,3) # of groups=5,-0.2633574731995214,2.0,-0.4522214455651225,0.6482658981651401,0.0408024867416615,-1.0217759934891355,-0.7556090107256753
010138,HILL HOSPITAL OF SUMTER COUNTY,751 DERBY DRIVE,AL,36925.0,0,0,0,0,0,4,1,0,,-1.5094299092460504,,,,,,-1.5094299092460504
010139,BROOKWOOD BAPTIST MEDICAL CENTER,1280 COLUMBIANA ROAD STE 102,AL,35216.0,1,8,9,7,8,9,5,2,3) # of groups=5,-0.4142272749612697,2.0,-0.5909058154972806,-1.2114686091920732,0.2962580081054282,-0.5082254351091066,0.2410661034266447
010144,SPRINGHILL MEDICAL CENTER,3719 DAUPHIN STREET,AL,36608.0,1,8,9,7,8,9,5,2,3) # of groups=5,-0.4646482487737552,2.0,-0.289717064930142,-1.786995929079692,0.1470402431242465,-0.0788082264275711,-0.1898536147071693
010148,EVERGREEN MEDICAL CENTER,101 CRESTVIEW AVENUE,AL,36401.0,1,8,5,3,0,7,4,1,2) # of groups=4,-0.533304664574362,1.0,-1.0250614728366003,-0.1255853980914641,,0.7451358622241678,-2.7230434704428768
010149,BAPTIST MEDICAL CENTER EAST,400 TAYLOR ROAD,AL,36117.0,1,8,6,4,7,10,5,2,3) # of groups=5,-0.1743674322077934,3.0,-1.1987418228847924,0.6138972689122136,0.0225983880603463,0.2218168764131246,-0.8289415709832482
01014F,BIRMINGHAM VA MEDICAL CENTER,700 SOUTH 19TH STREET,AL,35233.0,1,8,6,5,4,6,5,2,3) # of groups=5,-0.0773065958712348,3.0,2.1671624919261623,-0.9209668228900156,-1.874992580398027,0.34166522829555,-0.117813546638685
010150,THE HEALTH CARE AUTHORITY OF THE CITY OF GREENVILLE- LV STABLER HOSPITAL,29 L V STABLER DRIVE,AL,36037.0,0,0,3,0,2,7,2,0,,0.1729640544878256,,,0.48500664344961,0.6169533944292974,,-1.2130944818348108
010157,NORTH ALABAMA SHOALS HOSPITAL,201 WEST AVALON AVENUE,AL,35661.0,0,0,2,0,2,5,1,0,,0.0093430292102825,,,0.0105589111224194,0.7611955396676592,,-1.3712823568004926
010158,RUSSELLVILLE HOSPITAL,15155 HIGHWAY 43,AL,35653.0,0,8,6,2,2,7,3,0,1) # of groups=3,-0.2509950290314164,,-2.529135579289321,-0.8390221006180487,0.9054376849060208,1.0897290536545992,0.4255248172072383
010164,COOSA VALLEY MEDICAL CENTER,315 W HICKORY ST,AL,35150.0,1,8,8,3,3,9,5,2,3) # of groups=5,0.1037167258469745,4.0,-0.908022777168298,0.0689809661856975,1.101799253960144,-0.0713860240281136,0.5134584473174996
010168,JACK HUGHSTON MEMORIAL HOSPITAL,4401 RIVER CHASE DRIVE,AL,36867.0,1,8,4,0,3,7,4,1,2) # of groups=4,0.2173104515204957,3.0,,0.8754593962635272,-0.6155809149871383,1.6541901923298303,-2.09660796672818
010169,ATMORE COMMUNITY HOSPITAL,401 MEDICAL PARK DRIVE,AL,36502.0,0,8,4,2,2,7,3,0,1) # of groups=3,0.3404922393080843,,0.3774327246783467,0.8773934958502787,-0.1984169607988672,1.3697135239214109,-1.610456442459774
010173,ST VINCENT'S CHILTON,2030 LAY DAM ROAD,AL,35045.0,0,8,2,1,2,7,2,0,,0.386538785304487,,0.1140105448728926,-0.1444839163158082,0.7611955396676592,1.955504275450784,-1.7035919358677418
010174,THOMASVILLE REGIONAL MEDICAL CENTER,300 MED PARK DRIVE,AL,36784.0,0,0,2,0,0,6,1,0,,-1.182049263884447,,,-1.6885894402065535,,,-0.253392273960585
010175,EAMC-LANIER,4800 48TH STREET,AL,36854.0,0,0,1,0,0,6,1,0,,0.0294951457790464,,,0.120763056144984,,,-0.1378293565585057
01019F,VA CENTRAL ALABAMA HEALTHCARE SYSTEM - MONTGOMERY,215 PERRY HILL ROAD,AL,36109.0,1,8,4,3,1,4,4,1,2) # of groups=4,0.9015894472905313,5.0,1.806356566877412,2.097941040350472,0.399863434129883,0.1710784597354984,-0.6913603579165591
01021F,TUSCALOOSA VA MEDICAL CENTER,3701 LOOP ROAD EAST,AL,35404.0,0,0,0,0,0,2,0,0,,-0.3172113588393757,,,,,,-0.3172113588393757
011300,WASHINGTON COUNTY HOSPITAL,14600 ST. STEPHENS AVENUE,AL,36518.0,0,0,1,0,0,1,0,0,,0.4800643886598543,,,0.334469541024832,,,0.7469882759907285
011302,RED BAY HOSPITAL,211 HOSPITAL ROAD,AL,35582.0,0,0,1,0,1,5,1,0,,0.4727483410505422,,,-0.0929434287348638,1.422401319449209,,-0.2311805414071023
011304,OCHSNER CHOCTAW GENERAL,"401 VANITY FAIR LANE, PO BOX 618",AL,36904.0,0,0,0,0,0,4,1,0,,1.5905243862078744,,,,,,1.5905243862078744
011305,ST VINCENTS BLOUNT,150 GILBREATH DRIVE,AL,35121.0,0,8,4,2,2,7,3,0,1) # of groups=3,-0.5105446463211382,,-1.4638427357039694,-0.3650574769655503,-2.677836113325256,1.8867263113720063,0.5488129741322598
011306,TANNER MEDICAL CENTER-EAST ALABAMA,1032 MAIN STREET SOUTH,AL,36278.0,0,0,2,0,0,5,1,0,,-0.0577236100463825,,,-0.2154323542363966,,,0.2314090876353099
020001,PROVIDENCE ALASKA MEDICAL CENTER,3200 PROVIDENCE DRIVE,AK,99508.0,1,8,11,7,7,9,5,2,3) # of groups=5,-0.0322932207641583,3.0,-0.1947749127041866,0.3735282808008867,-0.4510750681893028,0.4328618878203601,-0.5634338505355415
020006,MAT-SU REGIONAL MEDICAL CENTER,2500 SOUTH WOODWORTH LOOP,AK,99645.0,1,8,10,6,7,10,5,2,3) # of groups=5,-0.1229877851462986,3.0,-1.5819499171859073,-0.060691351520377,0.4506128522749981,0.3367703024280107,0.5430749994535162
020008,BARTLETT REGIONAL HOSPITAL,3260 HOSPITAL DR,AK,99801.0,1,8,9,4,3,8,5,2,3) # of groups=5,0.3880222032864554,4.0,0.6533282063625263,-0.040666422265121,0.2536556652108862,0.6844354018423803,0.3904714669442307
020012,FAIRBANKS MEMORIAL HOSPITAL,1650 COWLES STREET,AK,99701.0,1,8,8,5,5,11,5,2,3) # of groups=5,-0.5466233087976303,2.0,-3.035593440942755,0.9743204629163136,-0.0902462997522975,0.1195028048124866,-0.8298307062087898
020017,ALASKA REGIONAL HOSPITAL,2801 DEBARR ROAD,AK,99508.0,1,8,9,7,7,8,5,2,3) # of groups=5,-0.3741761839656903,2.0,-0.2432547457783991,-1.569155558554273,0.5335752561248103,-0.3107942168746727,-0.2038145470627726
020018,YUKON KUSKOKWIM DELTA REG HOSPITAL,PO BOX 287,AK,99559.0,0,0,3,1,1,4,2,0,,0.5927412194804775,,0.1140105448728926,1.087718710233042,1.4110119356821584,,-0.9372075898217328
020024,CENTRAL PENINSULA GENERAL HOSPITAL,250 HOSPITAL PLACE,AK,99669.0,1,8,9,4,4,10,5,2,3) # of groups=5,-0.6606518382702848,1.0,-0.6519082720566703,-0.547127927275365,-1.689865987368697,0.2149710885124039,-0.603224972240439
020026,ALASKA NATIVE MEDICAL CENTER,4315 DIPLOMACY DR,AK,99508.0,1,8,7,6,7,7,5,2,3) # of groups=5,-0.160755478826099,3.0,-0.0507312196070184,0.125654737709029,-0.4647852728875039,-0.8156005096575498,0.8703851612614203
021301,PROVIDENCE VALDEZ MEDICAL CENTER,PO BOX 550,AK,99686.0,0,0,0,0,0,3,1,0,,0.1195621089593653,,,,,,0.1195621089593653
021302,PROVIDENCE SEWARD HOSPITAL,"417 FIRST AVENUE, PO BOX 365",AK,99664.0,0,0,0,0,0,3,1,0,,-0.0934778128447609,,,,,,-0.0934778128447609
021304,PETERSBURG MEDICAL CENTER,PO BOX 589,AK,99833.0,0,0,1,0,0,1,0,0,,-1.2114158727358717,,,-1.802595307773648,,,-0.1275869084999478
021305,SEARHC WRANGELL MEDICAL CENTER-CAH,232 WOOD STREET,AK,99929.0,0,0,1,0,0,3,1,0,,0.1138916083904397,,,-0.5203563984945601,,,1.2766796210129394
021306,PROVIDENCE KODIAK ISLAND MEDICAL CTR,1915 EAST REZANOF DRIVE,AK,99615.0,0,0,1,0,0,4,1,0,,-0.0789712753677281,,,-0.3066499136147119,,,0.3384395614184087
021307,CORDOVA COMMUNITY MEDICAL CENTER,PO BOX 160 - 602 CHASE AVENUE,AK,99574.0,0,0,0,0,0,4,1,0,,1.3684935965201657,,,,,,1.3684935965201657
021308,NORTON SOUND REGIONAL HOSPITAL,1000 GREG KRUSCHEK AVENUE (P O BOX 966),AK,99762.0,0,0,2,1,0,1,0,0,,-0.0508239998841258,,0.8117016655657325,-1.4779238255465803,,,0.9842286271723
021309,BRISTOL BAY AREA HEALTH CORPORATION,P O BOX 130,AK,99576.0,0,0,1,0,0,2,0,0,,0.5614769227494305,,,0.120763056144984,,,1.3694523448575824
021310,MANIILAQ HEALTH CENTER,PO BOX 43,AK,99752.0,0,0,0,0,0,2,0,0,,1.475708693684429,,,,,,1.475708693684429
021311,PEACEHEALTH KETCHIKAN MEDICAL CENTER,3100 TONGASS AVENUE,AK,99901.0,0,8,3,1,1,8,3,0,1) # of groups=3,0.9014495445156278,,1.3415245911102,0.9860553321488896,0.2221649193821416,1.0905064854002735,0.8382854362208059
021312,SAMUEL SIMMONDS MEMORIAL HOSPITAL,7000 UULA ST,AK,99723.0,0,0,2,1,0,2,0,0,,-0.3391717577827678,,0.4988660878109093,-1.6130042467480297,,,0.459785088398471
021313,SOUTH PENINSULA HOSPITAL,4300 BARTLETT ST,AK,99603.0,0,8,4,1,0,8,3,0,1) # of groups=3,0.0456296635174454,,0.4487871029376133,-1.0247225506189617,,1.5069315153290872,-1.410233311157459
021314,SOUTHEAST ALASKA REGIONAL HEALTH CONSORTIUM,222 TONGASS DR,AK,99835.0,0,0,3,2,0,3,2,0,,-0.1038920884974183,,-1.2714232504027687,0.0050602041891296,,,1.83683583840372
030002,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,1111 EAST MCDOWELL ROAD,AZ,85006.0,1,8,10,7,7,9,5,2,3) # of groups=5,-0.1037456835785472,3.0,0.4186120553763325,0.500987251186816,-0.3700406098012867,-0.666167771242826,-0.6507640599394593
030006,TUCSON MEDICAL CENTER,5301 EAST GRANT ROAD,AZ,85712.0,1,8,11,7,8,9,5,2,3) # of groups=5,-0.0293781926638453,3.0,-0.0122803763494893,0.514825286936215,0.2227867961083382,-0.9538860947553114,0.1741981059117429
